Country Name,Country Code,Year,GDP($),Solar Capacity (GW),Wind Capacity (GWp),Electricity from solar (TWh),Electricity from solar (GWh),Electricity from wind (TWh),Electricity from wind (GWh),Solar (% electricity),Wind (% electricity),solar energy capacity factor,wind energy capacity factor
"Egypt, Arab Rep.",EGY,2021,3827.35415374308,1.65539,1.64,4.8,4800.0,4.23,4230.0,2.3733006,2.091471,33.10067147194631,29.44370197126629
France,FRA,2021,43725.0999521245,14.709225,18.676002,15.73,15730.0,36.83,36830.0,2.8580253,6.6917405,12.207727466651852,22.51198034538323
Germany,DEU,2021,52265.6541620571,58.459,63.76,49.34,49340.0,114.65,114650.0,8.474169,19.691193,9.634821141867294,20.52681860630332
Greece,GRC,2021,20654.7001960815,3.53,4.45725,5.25,5250.0,10.48,10480.0,9.606587,19.176579,16.97776397997594,26.840474103168326
India,IND,2021,2239.61384367482,49.341508000000005,40.067266,68.31,68310.0,68.09,68090.0,3.9859955,3.973158,15.804026916808972,19.3994545328556
Italy,ITA,2021,36852.5425414951,22.69204,11.275622,25.04,25040.0,20.93,20930.0,8.743321,7.3082156,12.59669685310124,21.189690523438035
Japan,JPN,2021,40058.5373276179,74.191,4.471,88.7,88700.0,8.96,8960.0,9.253753,0.9347647,13.64797721590989,22.877008504323655
Jordan,JOR,2021,4183.49998326866,1.520575,0.62151,3.5,3500.0,1.57,1570.0,15.996345,7.1755033,26.275808756255607,28.83682391147969
"Korea, Rep.",KOR,2021,35125.5224984723,18.160574,1.708043,23.95,23950.0,3.18,3180.0,4.06953,0.54033846,15.054690809002969,21.25319436513817
Mexico,MEX,2021,10314.0506741437,7.026,7.69153,14.16,14160.0,20.97,20970.0,4.2024035,6.223475,23.006523714266777,31.12300954996413
Morocco,MAR,2021,3785.93627929688,0.2343,1.435,1.82,1820.0,5.11,5110.0,4.40678,12.372882,88.67373328110354,40.65040650406504
Netherlands,NLD,2021,60141.9880911492,14.249,7.801,11.5,11500.0,18.0,18000.0,9.456459,14.8014145,9.213175578130773,26.340142552851496
Pakistan,PAK,2021,1455.31922370186,1.0833130000000002,1.335155,1.26,1260.0,2.88,2880.0,0.8390491,1.9178265,13.277383031345154,24.623891854329365
Philippines,PHL,2021,3484.38593882819,1.369734,0.4428999999999999,1.5,1500.0,1.17,1170.0,1.3863217,1.0813308,12.50117736088385,30.156162527797804
Poland,POL,2021,18635.5104895754,6.256754,6.9582500000000005,3.93,3930.0,16.23,16230.0,2.1983554,9.078704,7.170333642433463,26.62651853594506
Portugal,PRT,2021,24711.4510062111,1.801292,5.248259,2.24,2240.0,13.22,13220.0,4.5307446,26.739483,14.19579738082874,28.754915107873373
Romania,ROU,2021,14986.7854904274,1.397539,3.012527,1.7,1700.0,6.58,6580.0,2.875021,11.128023,13.88611888044908,24.933935945185407
Russian Federation,RUS,2021,12521.5224609375,1.66102,1.955,2.3,2300.0,3.89,3890.0,0.20714003,0.35033682,15.806978701374502,22.714267362692546
South Africa,ZAF,2021,6843.39941886204,5.721095,2.9555,6.65,6650.0,8.36,8360.0,2.9793906,3.7455194,13.269005672713424,32.29023513934627
Spain,ESP,2021,30817.6828559001,13.648477000000002,27.49719,27.1,27100.0,62.06,62060.0,10.007016,22.916435,22.666318783671414,25.764359506715955
Sweden,SWE,2021,61174.9680215622,1.5774,12.08,1.53,1530.0,27.24,27240.0,0.890726,15.858415,11.072494880599425,25.741631134899755
Thailand,THA,2021,7058.0694998852,3.04362,1.50682,4.29,4290.0,4.3,4300.0,2.2955906,2.300942,16.09024869718494,32.57639133464354
Turkiye,TUR,2021,9743.21277804855,7.815555000000001,10.606956,12.97,12970.0,31.21,31210.0,3.915117,9.421034,18.94419023736556,33.5891408253966
Ukraine,UKR,2021,4775.94580078125,8.062,1.761,5.97,5970.0,4.46,4460.0,3.8338041,2.864115,8.453322368085693,28.9115513964409
United Kingdom,GBR,2021,46896.8662432834,13.689,27.129990000000003,12.47,12470.0,65.02,65019.99999999999,4.0597734,21.16812,10.39897714760143,27.358559399482797
United States,USA,2021,71318.3073592183,93.713016,132.7376,164.42,164420.0,378.2,378200.0,3.9598093,9.10838,20.028601355327275,32.52546074490963
