location,year,total_energy_supply
TZA,1991,93.25
TZA,1992,93.9
TZA,1993,93.36
TZA,1994,93.43
TZA,1995,91.04
TZA,1996,91.68
TZA,1997,92.28
TZA,1998,93.38
TZA,1999,94.42
TZA,2000,93.91
TZA,2001,93.64
TZA,2002,93.05
TZA,2003,92.98
TZA,2004,90.8
TZA,2005,89.91
TZA,2006,89.53
TZA,2007,90.12
TZA,2008,90.18
TZA,2009,90.68
TZA,2010,89.37
TZA,2011,87.4
TZA,2012,85.07
TZA,2013,85.1
TZA,2014,85.6
TZA,2015,
THA,1960,
THA,1961,
THA,1962,
THA,1963,
THA,1964,
THA,1965,
THA,1966,
THA,1967,
THA,1968,
THA,1969,
THA,1970,
THA,1971,56.81
THA,1972,54.85
THA,1973,51.73
THA,1974,54.25
THA,1975,57.58
THA,1976,55.52
THA,1977,54.12
THA,1978,50.87
THA,1979,51.42
THA,1980,48.89
THA,1981,51.14
THA,1982,52.69
THA,1983,43.55
THA,1984,43.09
THA,1985,44.63
THA,1986,46.36
THA,1987,43.72
THA,1988,40.02
THA,1989,40.07
THA,1990,36.03
THA,1991,34.8
THA,1992,33.06
THA,1993,28.17
THA,1994,24.74
THA,1995,23.93
THA,1996,22.08
THA,1997,21.09
THA,1998,21.24
THA,1999,21.05
THA,2000,20.93
THA,2001,18.5
THA,2002,17.81
THA,2003,17.76
THA,2004,17.67
THA,2005,17.86
THA,2006,18.06
THA,2007,18.56
THA,2008,19.3
THA,2009,19.8
THA,2010,19.59
THA,2011,19.15
THA,2012,19.26
THA,2013,18.62
THA,2014,19.57
THA,2015,
TGO,1960,
TGO,1961,
TGO,1962,
TGO,1963,
TGO,1964,
TGO,1965,
TGO,1966,
TGO,1967,
TGO,1968,
TGO,1969,
TGO,1970,
TGO,1971,84.51
TGO,1972,84.21
TGO,1973,86.11
TGO,1974,87.35
TGO,1975,85.89
TGO,1976,87.78
TGO,1977,85.42
TGO,1978,85.27
TGO,1979,82.79
TGO,1980,84.55
TGO,1981,85.24
TGO,1982,83.51
TGO,1983,87.72
TGO,1984,87.24
TGO,1985,88.55
TGO,1986,83.83
TGO,1987,83.36
TGO,1988,84.13
TGO,1989,84.28
TGO,1990,83.45
TGO,1991,86.1
TGO,1992,88.93
TGO,1993,93.47
TGO,1994,86.1
TGO,1995,86.64
TGO,1996,80.99
TGO,1997,85.56
TGO,1998,83.96
TGO,1999,81.38
TGO,2000,83.61
TGO,2001,85.67
TGO,2002,84.9
TGO,2003,82.45
TGO,2004,83.45
TGO,2005,84.35
TGO,2006,86.15
TGO,2007,85.41
TGO,2008,83.47
TGO,2009,73.9
TGO,2010,76.02
TGO,2011,77.75
TGO,2012,80.14
TGO,2013,80.11
TGO,2014,80.03
TGO,2015,
TTO,1960,
TTO,1961,
TTO,1962,
TTO,1963,
TTO,1964,
TTO,1965,
TTO,1966,
TTO,1967,
TTO,1968,
TTO,1969,
TTO,1970,
TTO,1971,1.44
TTO,1972,1.49
TTO,1973,0.93
TTO,1974,1.34
TTO,1975,1.41
TTO,1976,1.45
TTO,1977,1.21
TTO,1978,0.97
TTO,1979,0.91
TTO,1980,0.79
TTO,1981,0.71
TTO,1982,0.71
TTO,1983,0.7
TTO,1984,0.62
TTO,1985,0.83
TTO,1986,1.12
TTO,1987,1.35
TTO,1988,1.06
TTO,1989,1.03
TTO,1990,1.1
TTO,1991,0.98
TTO,1992,0.9
TTO,1993,0.89
TTO,1994,0.97
TTO,1995,0.69
TTO,1996,0.6
TTO,1997,0.67
TTO,1998,0.57
TTO,1999,0.51
TTO,2000,0.22
TTO,2001,0.18
TTO,2002,0.37
TTO,2003,0.29
TTO,2004,0.28
TTO,2005,0.25
TTO,2006,0.17
TTO,2007,0.14
TTO,2008,0.14
TTO,2009,0.14
TTO,2010,0.07
TTO,2011,0.07
TTO,2012,0.07
TTO,2013,0.07
TTO,2014,0.07
TTO,2015,
TUN,1960,
TUN,1961,
TUN,1962,
TUN,1963,
TUN,1964,
TUN,1965,
TUN,1966,
TUN,1967,
TUN,1968,
TUN,1969,
TUN,1970,
TUN,1971,25.34
TUN,1972,23.52
TUN,1973,23.0
TUN,1974,20.78
TUN,1975,20.51
TUN,1976,19.75
TUN,1977,18.56
TUN,1978,17.35
TUN,1979,16.43
TUN,1980,15.44
TUN,1981,15.38
TUN,1982,16.05
TUN,1983,14.46
TUN,1984,14.0
TUN,1985,13.94
TUN,1986,14.44
TUN,1987,14.7
TUN,1988,14.16
TUN,1989,14.37
TUN,1990,12.98
TUN,1991,13.52
TUN,1992,12.33
TUN,1993,12.9
TUN,1994,12.51
TUN,1995,12.98
TUN,1996,13.06
TUN,1997,13.22
TUN,1998,12.7
TUN,1999,12.83
TUN,2000,12.88
TUN,2001,12.67
TUN,2002,12.99
TUN,2003,13.22
TUN,2004,12.98
TUN,2005,13.68
TUN,2006,13.41
TUN,2007,13.41
TUN,2008,13.31
TUN,2009,14.0
TUN,2010,10.71
TUN,2011,11.29
TUN,2012,11.06
TUN,2013,11.06
TUN,2014,11.12
TUN,2015,
TKM,1960,
TKM,1961,
TKM,1962,
TKM,1963,
TKM,1964,
TKM,1965,
TKM,1966,
TKM,1967,
TKM,1968,
TKM,1969,
TKM,1970,
TKM,1971,
TKM,1972,
TKM,1973,
TKM,1974,
TKM,1975,
TKM,1976,
TKM,1977,
TKM,1978,
TKM,1979,
TKM,1980,
TKM,1981,
TKM,1982,
TKM,1983,
TKM,1984,
TKM,1985,
TKM,1986,
TKM,1987,
TKM,1988,
TKM,1989,
TKM,1990,0.34
TKM,1991,0.4
TKM,1992,0.0
TKM,1993,0.0
TKM,1994,0.0
TKM,1995,0.0
TKM,1996,0.0
TKM,1997,0.0
TKM,1998,0.07
TKM,1999,0.06
TKM,2000,0.06
TKM,2001,0.06
TKM,2002,0.06
TKM,2003,0.05
TKM,2004,0.05
TKM,2005,0.05
TKM,2006,0.05
TKM,2007,0.05
TKM,2008,0.05
TKM,2009,0.05
TKM,2010,0.05
TKM,2011,0.04
TKM,2012,0.03
TKM,2013,0.03
TKM,2014,0.03
TKM,2015,
UKR,1960,
UKR,1961,
UKR,1962,
UKR,1963,
UKR,1964,
UKR,1965,
UKR,1966,
UKR,1967,
UKR,1968,
UKR,1969,
UKR,1970,
UKR,1971,
UKR,1972,
UKR,1973,
UKR,1974,
UKR,1975,
UKR,1976,
UKR,1977,
UKR,1978,
UKR,1979,
UKR,1980,
UKR,1981,
UKR,1982,
UKR,1983,
UKR,1984,
UKR,1985,
UKR,1986,
UKR,1987,
UKR,1988,
UKR,1989,
UKR,1990,0.5
UKR,1991,0.53
UKR,1992,0.44
UKR,1993,0.63
UKR,1994,0.79
UKR,1995,0.68
UKR,1996,0.67
UKR,1997,0.77
UKR,1998,1.19
UKR,1999,1.11
UKR,2000,0.92
UKR,2001,0.97
UKR,2002,0.8
UKR,2003,0.73
UKR,2004,0.89
UKR,2005,0.93
UKR,2006,1.41
UKR,2007,1.71
UKR,2008,1.99
UKR,2009,2.25
UKR,2010,2.06
UKR,2011,2.08
UKR,2012,2.16
UKR,2013,2.73
UKR,2014,2.65
UKR,2015,
ARE,1960,
ARE,1961,
ARE,1962,
ARE,1963,
ARE,1964,
ARE,1965,
ARE,1966,
ARE,1967,
ARE,1968,
ARE,1969,
ARE,1970,
ARE,1971,0.0
ARE,1972,0.0
ARE,1973,0.0
ARE,1974,0.0
ARE,1975,0.0
ARE,1976,0.0
ARE,1977,0.0
ARE,1978,0.0
ARE,1979,0.0
ARE,1980,0.0
ARE,1981,0.0
ARE,1982,0.0
ARE,1983,0.0
ARE,1984,0.0
ARE,1985,0.0
ARE,1986,0.0
ARE,1987,0.0
ARE,1988,0.0
ARE,1989,0.0
ARE,1990,0.0
ARE,1991,0.0
ARE,1992,0.14
ARE,1993,0.11
ARE,1994,0.09
ARE,1995,0.09
ARE,1996,0.06
ARE,1997,0.06
ARE,1998,0.05
ARE,1999,0.05
ARE,2000,0.05
ARE,2001,0.04
ARE,2002,0.04
ARE,2003,0.04
ARE,2004,0.06
ARE,2005,0.06
ARE,2006,0.07
ARE,2007,0.07
ARE,2008,0.07
ARE,2009,0.08
ARE,2010,0.08
ARE,2011,0.08
ARE,2012,0.08
ARE,2013,0.11
ARE,2014,0.18
ARE,2015,
URY,1960,
URY,1961,
URY,1962,
URY,1963,
URY,1964,
URY,1965,
URY,1966,
URY,1967,
URY,1968,
URY,1969,
URY,1970,
URY,1971,21.5
URY,1972,20.0
URY,1973,22.53
URY,1974,22.32
URY,1975,21.3
URY,1976,21.64
URY,1977,23.38
URY,1978,23.39
URY,1979,20.83
URY,1980,28.99
URY,1981,32.91
URY,1982,40.2
URY,1983,53.29
URY,1984,56.23
URY,1985,55.78
URY,1986,59.9
URY,1987,56.56
URY,1988,43.59
URY,1989,37.32
URY,1990,51.03
URY,1991,44.6
URY,1992,46.73
URY,1993,47.38
URY,1994,49.02
URY,1995,39.43
URY,1996,34.6
URY,1997,36.28
URY,1998,41.63
URY,1999,28.45
URY,2000,33.27
URY,2001,44.66
URY,2002,48.78
URY,2003,46.14
URY,2004,29.74
URY,2005,34.51
URY,2006,24.69
URY,2007,38.71
URY,2008,33.36
URY,2009,36.83
URY,2010,50.65
URY,2011,43.07
URY,2012,40.39
URY,2013,47.49
URY,2014,55.47
URY,2015,
UZB,1960,
UZB,1961,
UZB,1962,
UZB,1963,
UZB,1964,
UZB,1965,
UZB,1966,
UZB,1967,
UZB,1968,
UZB,1969,
UZB,1970,
UZB,1971,
UZB,1972,
UZB,1973,
UZB,1974,
UZB,1975,
UZB,1976,
UZB,1977,
UZB,1978,
UZB,1979,
UZB,1980,
UZB,1981,
UZB,1982,
UZB,1983,
UZB,1984,
UZB,1985,
UZB,1986,
UZB,1987,
UZB,1988,
UZB,1989,
UZB,1990,1.24
UZB,1991,1.09
UZB,1992,1.2
UZB,1993,1.35
UZB,1994,1.33
UZB,1995,1.25
UZB,1996,1.28
UZB,1997,1.11
UZB,1998,1.0
UZB,1999,0.96
UZB,2000,1.0
UZB,2001,1.02
UZB,2002,1.01
UZB,2003,1.28
UZB,2004,1.53
UZB,2005,1.58
UZB,2006,1.65
UZB,2007,1.16
UZB,2008,1.97
UZB,2009,1.82
UZB,2010,2.17
UZB,2011,1.87
UZB,2012,2.0
UZB,2013,2.32
UZB,2014,2.34
UZB,2015,
VEN,1960,
VEN,1961,
VEN,1962,
VEN,1963,
VEN,1964,
VEN,1965,
VEN,1966,
VEN,1967,
VEN,1968,
VEN,1969,
VEN,1970,
VEN,1971,5.2
VEN,1972,5.81
VEN,1973,5.18
VEN,1974,5.16
VEN,1975,5.42
VEN,1976,5.91
VEN,1977,5.86
VEN,1978,5.38
VEN,1979,5.7
VEN,1980,5.12
VEN,1981,4.82
VEN,1982,5.17
VEN,1983,5.31
VEN,1984,5.99
VEN,1985,6.81
VEN,1986,7.24
VEN,1987,8.61
VEN,1988,9.53
VEN,1989,9.48
VEN,1990,9.52
VEN,1991,10.73
VEN,1992,10.12
VEN,1993,10.84
VEN,1994,10.04
VEN,1995,10.77
VEN,1996,10.55
VEN,1997,11.21
VEN,1998,10.78
VEN,1999,11.8
VEN,2000,11.89
VEN,2001,11.11
VEN,2002,10.13
VEN,2003,11.2
VEN,2004,11.99
VEN,2005,13.13
VEN,2006,12.42
VEN,2007,13.65
VEN,2008,12.73
VEN,2009,12.57
VEN,2010,10.18
VEN,2011,11.84
VEN,2012,10.68
VEN,2013,11.53
VEN,2014,12.2
VEN,2015,
VNM,1960,
VNM,1961,
VNM,1962,
VNM,1963,
VNM,1964,
VNM,1965,
VNM,1966,
VNM,1967,
VNM,1968,
VNM,1969,
VNM,1970,
VNM,1971,62.86
VNM,1972,63.62
VNM,1973,62.27
VNM,1974,67.99
VNM,1975,65.54
VNM,1976,74.76
VNM,1977,73.64
VNM,1978,73.53
VNM,1979,72.76
VNM,1980,71.36
VNM,1981,71.8
VNM,1982,70.54
VNM,1983,69.32
VNM,1984,69.95
VNM,1985,70.43
VNM,1986,68.75
VNM,1987,66.56
VNM,1988,67.74
VNM,1989,71.94
VNM,1990,72.37
VNM,1991,73.17
VNM,1992,71.89
VNM,1993,69.63
VNM,1994,66.39
VNM,1995,62.96
VNM,1996,60.41
VNM,1997,57.55
VNM,1998,55.33
VNM,1999,55.53
VNM,2000,53.73
VNM,2001,52.09
VNM,2002,47.73
VNM,2003,46.48
VNM,2004,41.74
VNM,2005,39.39
VNM,2006,39.08
VNM,2007,36.77
VNM,2008,34.87
VNM,2009,32.6
VNM,2010,28.99
VNM,2011,31.14
VNM,2012,32.7
VNM,2013,31.85
VNM,2014,30.59
VNM,2015,
YEM,1960,
YEM,1961,
YEM,1962,
YEM,1963,
YEM,1964,
YEM,1965,
YEM,1966,
YEM,1967,
YEM,1968,
YEM,1969,
YEM,1970,
YEM,1971,6.63
YEM,1972,8.7
YEM,1973,5.17
YEM,1974,6.45
YEM,1975,7.67
YEM,1976,6.47
YEM,1977,6.13
YEM,1978,5.96
YEM,1979,6.01
YEM,1980,4.73
YEM,1981,4.91
YEM,1982,4.27
YEM,1983,4.12
YEM,1984,4.01
YEM,1985,3.96
YEM,1986,3.73
YEM,1987,3.28
YEM,1988,3.13
YEM,1989,3.17
YEM,1990,3.08
YEM,1991,2.53
YEM,1992,2.32
YEM,1993,2.68
YEM,1994,2.56
YEM,1995,2.26
YEM,1996,2.22
YEM,1997,2.09
YEM,1998,1.95
YEM,1999,1.73
YEM,2000,1.63
YEM,2001,1.51
YEM,2002,1.61
YEM,2003,1.49
YEM,2004,1.4
YEM,2005,1.35
YEM,2006,1.3
YEM,2007,1.37
YEM,2008,1.33
YEM,2009,1.24
YEM,2010,1.31
YEM,2011,1.59
YEM,2012,1.81
YEM,2013,1.35
YEM,2014,1.53
YEM,2015,
ZMB,1960,
ZMB,1961,
ZMB,1962,
ZMB,1963,
ZMB,1964,
ZMB,1965,
ZMB,1966,
ZMB,1967,
ZMB,1968,
ZMB,1969,
ZMB,1970,
ZMB,1971,63.3
ZMB,1972,66.46
ZMB,1973,64.77
ZMB,1974,69.9
ZMB,1975,76.59
ZMB,1976,72.71
ZMB,1977,79.39
ZMB,1978,79.32
ZMB,1979,82.88
ZMB,1980,82.22
ZMB,1981,84.59
ZMB,1982,85.49
ZMB,1983,85.41
ZMB,1984,85.94
ZMB,1985,87.06
ZMB,1986,87.28
ZMB,1987,84.75
ZMB,1988,82.85
ZMB,1989,82.07
ZMB,1990,87.01
ZMB,1991,88.07
ZMB,1992,84.78
ZMB,1993,88.93
ZMB,1994,90.08
ZMB,1995,90.29
ZMB,1996,91.28
ZMB,1997,90.33
ZMB,1998,90.8
ZMB,1999,93.13
ZMB,2000,93.07
ZMB,2001,92.48
ZMB,2002,91.7
ZMB,2003,90.95
ZMB,2004,90.67
ZMB,2005,90.31
ZMB,2006,91.35
ZMB,2007,93.52
ZMB,2008,92.6
ZMB,2009,93.19
ZMB,2010,93.0
ZMB,2011,91.54
ZMB,2012,90.31
ZMB,2013,90.37
ZMB,2014,89.8
ZMB,2015,
ZWE,1960,
ZWE,1961,
ZWE,1962,
ZWE,1963,
ZWE,1964,
ZWE,1965,
ZWE,1966,
ZWE,1967,
ZWE,1968,
ZWE,1969,
ZWE,1970,
ZWE,1971,59.94
ZWE,1972,61.76
ZWE,1973,59.2
ZWE,1974,61.36
ZWE,1975,63.39
ZWE,1976,61.64
ZWE,1977,65.01
ZWE,1978,65.94
ZWE,1979,66.67
ZWE,1980,61.74
ZWE,1981,62.11
ZWE,1982,62.72
ZWE,1983,62.69
ZWE,1984,62.69
ZWE,1985,59.88
ZWE,1986,57.5
ZWE,1987,52.67
ZWE,1988,54.91
ZWE,1989,55.47
ZWE,1990,54.89
ZWE,1991,51.68
ZWE,1992,50.94
ZWE,1993,53.15
ZWE,1994,54.49
ZWE,1995,54.41
ZWE,1996,55.16
ZWE,1997,56.38
ZWE,1998,55.96
ZWE,1999,54.18
ZWE,2000,58.61
ZWE,2001,59.41
ZWE,2002,62.08
ZWE,2003,67.24
ZWE,2004,69.92
ZWE,2005,67.03
ZWE,2006,68.24
ZWE,2007,69.81
ZWE,2008,75.82
ZWE,2009,75.44
ZWE,2010,74.86
ZWE,2011,70.94
ZWE,2012,70.05
ZWE,2013,69.4
ZWE,2014,70.48
ZWE,2015,
WLD,1960,
WLD,1961,
WLD,1962,
WLD,1963,
WLD,1964,
WLD,1965,
WLD,1966,
WLD,1967,
WLD,1968,
WLD,1969,
WLD,1970,
WLD,1971,13.13
WLD,1972,12.84
WLD,1973,12.41
WLD,1974,12.75
WLD,1975,12.86
WLD,1976,12.43
WLD,1977,12.27
WLD,1978,12.19
WLD,1979,12.19
WLD,1980,12.5
WLD,1981,12.83
WLD,1982,13.13
WLD,1983,13.33
WLD,1984,13.28
WLD,1985,13.17
WLD,1986,13.12
WLD,1987,12.95
WLD,1988,12.71
WLD,1989,12.7
WLD,1990,12.78
WLD,1991,12.91
WLD,1992,13.1
WLD,1993,13.13
WLD,1994,13.18
WLD,1995,13.13
WLD,1996,13.02
WLD,1997,13.02
WLD,1998,13.1
WLD,1999,13.01
WLD,2000,12.88
WLD,2001,12.74
WLD,2002,12.69
WLD,2003,12.56
WLD,2004,12.41
WLD,2005,12.43
WLD,2006,12.41
WLD,2007,12.44
WLD,2008,12.66
WLD,2009,13.03
WLD,2010,12.9
WLD,2011,12.99
WLD,2012,13.31
WLD,2013,13.63
WLD,2014,13.83
WLD,2015,
SRB,1960,
SRB,1961,
SRB,1962,
SRB,1963,
SRB,1964,
SRB,1965,
SRB,1966,
SRB,1967,
SRB,1968,
SRB,1969,
SRB,1970,
SRB,1971,
SRB,1972,
SRB,1973,
SRB,1974,
SRB,1975,
SRB,1976,
SRB,1977,
SRB,1978,
SRB,1979,
SRB,1980,
SRB,1981,
SRB,1982,
SRB,1983,
SRB,1984,
SRB,1985,
SRB,1986,
SRB,1987,
SRB,1988,
SRB,1989,
SRB,1990,10.06
SRB,1991,11.92
SRB,1992,11.19
SRB,1993,12.54
SRB,1994,13.53
SRB,1995,12.94
SRB,1996,11.91
SRB,1997,10.49
SRB,1998,10.58
SRB,1999,15.06
SRB,2000,13.36
SRB,2001,12.52
SRB,2002,11.41
SRB,2003,9.92
SRB,2004,9.72
SRB,2005,11.43
SRB,2006,10.24
SRB,2007,10.04
SRB,2008,9.7
SRB,2009,12.98
SRB,2010,13.16
SRB,2011,11.03
SRB,2012,12.67
SRB,2013,12.97
SRB,2014,15.11
SRB,2015,
MNE,1960,
MNE,1961,
MNE,1962,
MNE,1963,
MNE,1964,
MNE,1965,
MNE,1966,
MNE,1967,
MNE,1968,
MNE,1969,
MNE,1970,
MNE,1971,
MNE,1972,
MNE,1973,
MNE,1974,
MNE,1975,
MNE,1976,
MNE,1977,
MNE,1978,
MNE,1979,
MNE,1980,
MNE,1981,
MNE,1982,
MNE,1983,
MNE,1984,
MNE,1985,
MNE,1986,
MNE,1987,
MNE,1988,
MNE,1989,
MNE,1990,
MNE,1991,
MNE,1992,
MNE,1993,
MNE,1994,
MNE,1995,
MNE,1996,
MNE,1997,
MNE,1998,
MNE,1999,
MNE,2000,
MNE,2001,
MNE,2002,
MNE,2003,
MNE,2004,
MNE,2005,33.8
MNE,2006,30.33
MNE,2007,27.41
MNE,2008,27.06
MNE,2009,39.56
MNE,2010,39.41
MNE,2011,25.02
MNE,2012,29.01
MNE,2013,39.15
MNE,2014,33.07
MNE,2015,
G20,1960,
G20,1961,
G20,1962,
G20,1963,
G20,1964,
G20,1965,
G20,1966,
G20,1967,
G20,1968,
G20,1969,
G20,1970,
G20,1971,15.1
G20,1972,14.8
G20,1973,14.4
G20,1974,14.9
G20,1975,15.0
G20,1976,14.5
G20,1977,14.0
G20,1978,14.0
G20,1979,14.2
G20,1980,14.7
G20,1981,15.0
G20,1982,15.5
G20,1983,15.8
G20,1984,15.6
G20,1985,15.5
G20,1986,15.5
G20,1987,15.2
G20,1988,14.6
G20,1989,14.6
G20,1990,10.7
G20,1991,10.8
G20,1992,10.9
G20,1993,10.9
G20,1994,10.9
G20,1995,10.8
G20,1996,10.7
G20,1997,10.7
G20,1998,10.7
G20,1999,10.6
G20,2000,10.4
G20,2001,10.3
G20,2002,10.3
G20,2003,10.2
G20,2004,10.1
G20,2005,10.1
G20,2006,10.1
G20,2007,10.2
G20,2008,10.5
G20,2009,10.8
G20,2010,10.7
G20,2011,10.8
G20,2012,11.0
G20,2013,11.4
G20,2014,11.6
G20,2015,
EU28,1960,
EU28,1961,
EU28,1962,
EU28,1963,
EU28,1964,
EU28,1965,
EU28,1966,
EU28,1967,
EU28,1968,
EU28,1969,
EU28,1970,
EU28,1971,
EU28,1972,
EU28,1973,
EU28,1974,
EU28,1975,
EU28,1976,
EU28,1977,
EU28,1978,
EU28,1979,
EU28,1980,
EU28,1981,
EU28,1982,
EU28,1983,
EU28,1984,
EU28,1985,
EU28,1986,
EU28,1987,
EU28,1988,
EU28,1989,
EU28,1990,4.37
EU28,1991,4.54
EU28,1992,4.77
EU28,1993,5.06
EU28,1994,5.14
EU28,1995,5.12
EU28,1996,5.18
EU28,1997,5.42
EU28,1998,5.54
EU28,1999,5.61
EU28,2000,5.8
EU28,2001,5.85
EU28,2002,5.77
EU28,2003,6.07
EU28,2004,6.36
EU28,2005,6.75
EU28,2006,7.13
EU28,2007,7.81
EU28,2008,8.4
EU28,2009,9.42
EU28,2010,10.08
EU28,2011,10.31
EU28,2012,11.38
EU28,2013,12.16
EU28,2014,12.86
EU28,2015,
OECD,1960,
OECD,1961,
OECD,1962,
OECD,1963,
OECD,1964,
OECD,1965,
OECD,1966,
OECD,1967,
OECD,1968,
OECD,1969,
OECD,1970,
OECD,1971,4.82
OECD,1972,4.78
OECD,1973,4.6
OECD,1974,4.93
OECD,1975,4.99
OECD,1976,4.77
OECD,1977,4.76
OECD,1978,4.93
OECD,1979,5.06
OECD,1980,5.25
OECD,1981,5.48
OECD,1982,5.81
OECD,1983,6.12
OECD,1984,6.16
OECD,1985,6.09
OECD,1986,6.13
OECD,1987,6.13
OECD,1988,5.98
OECD,1989,5.93
OECD,1990,5.98
OECD,1991,6.06
OECD,1992,6.17
OECD,1993,6.18
OECD,1994,6.04
OECD,1995,6.16
OECD,1996,6.16
OECD,1997,6.09
OECD,1998,6.1
OECD,1999,6.02
OECD,2000,6.02
OECD,2001,5.73
OECD,2002,5.77
OECD,2003,5.9
OECD,2004,6.02
OECD,2005,6.24
OECD,2006,6.44
OECD,2007,6.64
OECD,2008,7.01
OECD,2009,7.45
OECD,2010,7.78
OECD,2011,8.15
OECD,2012,8.71
OECD,2013,9.16
OECD,2014,9.38
OECD,2015,9.64
