location,year,total_energy_supply
KHM,1974,
KHM,1975,
KHM,1976,
KHM,1977,
KHM,1978,
KHM,1979,
KHM,1980,
KHM,1981,
KHM,1982,
KHM,1983,
KHM,1984,
KHM,1985,
KHM,1986,
KHM,1987,
KHM,1988,
KHM,1989,
KHM,1990,
KHM,1991,
KHM,1992,
KHM,1993,
KHM,1994,
KHM,1995,81.98
KHM,1996,82.08
KHM,1997,81.58
KHM,1998,81.59
KHM,1999,80.49
KHM,2000,79.66
KHM,2001,78.36
KHM,2002,81.36
KHM,2003,80.43
KHM,2004,75.52
KHM,2005,72.64
KHM,2006,70.32
KHM,2007,66.57
KHM,2008,65.3
KHM,2009,70.91
KHM,2010,68.33
KHM,2011,68.42
KHM,2012,68.07
KHM,2013,68.36
KHM,2014,66.88
KHM,2015,
CMR,1960,
CMR,1961,
CMR,1962,
CMR,1963,
CMR,1964,
CMR,1965,
CMR,1966,
CMR,1967,
CMR,1968,
CMR,1969,
CMR,1970,
CMR,1971,90.99
CMR,1972,90.78
CMR,1973,90.63
CMR,1974,90.53
CMR,1975,88.61
CMR,1976,89.53
CMR,1977,85.93
CMR,1978,85.64
CMR,1979,84.96
CMR,1980,84.43
CMR,1981,83.47
CMR,1982,82.23
CMR,1983,81.39
CMR,1984,80.82
CMR,1985,79.99
CMR,1986,80.73
CMR,1987,81.18
CMR,1988,80.83
CMR,1989,80.08
CMR,1990,81.29
CMR,1991,82.61
CMR,1992,83.89
CMR,1993,83.35
CMR,1994,83.1
CMR,1995,83.93
CMR,1996,84.31
CMR,1997,83.85
CMR,1998,83.64
CMR,1999,85.35
CMR,2000,83.69
CMR,2001,84.48
CMR,2002,84.19
CMR,2003,83.35
CMR,2004,83.31
CMR,2005,84.67
CMR,2006,82.96
CMR,2007,71.11
CMR,2008,72.38
CMR,2009,69.11
CMR,2010,68.84
CMR,2011,73.27
CMR,2012,72.52
CMR,2013,70.64
CMR,2014,70.14
CMR,2015,
CHL,1960,
CHL,1961,
CHL,1962,
CHL,1963,
CHL,1964,
CHL,1965,
CHL,1966,
CHL,1967,
CHL,1968,
CHL,1969,
CHL,1970,
CHL,1971,20.78
CHL,1972,20.92
CHL,1973,21.25
CHL,1974,23.02
CHL,1975,25.67
CHL,1976,25.34
CHL,1977,25.65
CHL,1978,26.32
CHL,1979,25.64
CHL,1980,26.06
CHL,1981,26.01
CHL,1982,29.78
CHL,1983,31.56
CHL,1984,31.73
CHL,1985,33.19
CHL,1986,33.29
CHL,1987,34.09
CHL,1988,30.69
CHL,1989,26.19
CHL,1990,27.84
CHL,1991,31.96
CHL,1992,33.64
CHL,1993,31.93
CHL,1994,30.18
CHL,1995,29.99
CHL,1996,27.61
CHL,1997,25.34
CHL,1998,24.47
CHL,1999,22.8
CHL,2000,25.08
CHL,2001,26.41
CHL,2002,26.19
CHL,2003,24.79
CHL,2004,24.22
CHL,2005,25.1
CHL,2006,25.33
CHL,2007,23.52
CHL,2008,24.49
CHL,2009,26.13
CHL,2010,22.13
CHL,2011,23.13
CHL,2012,29.96
CHL,2013,31.28
CHL,2014,26.45
CHL,2015,26.59
CHN,1960,
CHN,1961,
CHN,1962,
CHN,1963,
CHN,1964,
CHN,1965,
CHN,1966,
CHN,1967,
CHN,1968,
CHN,1969,
CHN,1970,
CHN,1971,40.1
CHN,1972,39.14
CHN,1973,38.68
CHN,1974,38.56
CHN,1975,35.56
CHN,1976,34.92
CHN,1977,32.52
CHN,1978,30.36
CHN,1979,30.34
CHN,1980,30.93
CHN,1981,31.61
CHN,1982,31.12
CHN,1983,30.39
CHN,1984,28.83
CHN,1985,28.42
CHN,1986,27.76
CHN,1987,26.75
CHN,1988,25.75
CHN,1989,25.66
CHN,1990,24.27
CHN,1991,25.14
CHN,1992,24.52
CHN,1993,23.45
CHN,1994,22.58
CHN,1995,21.3
CHN,1996,20.69
CHN,1997,20.77
CHN,1998,20.72
CHN,1999,20.31
CHN,2000,19.84
CHN,2001,19.48
CHN,2002,18.33
CHN,2003,16.03
CHN,2004,14.44
CHN,2005,13.4
CHN,2006,12.48
CHN,2007,11.88
CHN,2008,12.02
CHN,2009,11.63
CHN,2010,10.97
CHN,2011,10.34
CHN,2012,10.64
CHN,2013,10.83
CHN,2014,11.24
CHN,2015,
COL,1960,
COL,1961,
COL,1962,
COL,1963,
COL,1964,
COL,1965,
COL,1966,
COL,1967,
COL,1968,
COL,1969,
COL,1970,
COL,1971,36.06
COL,1972,31.95
COL,1973,29.29
COL,1974,27.61
COL,1975,33.0
COL,1976,32.0
COL,1977,32.0
COL,1978,33.97
COL,1979,36.02
COL,1980,33.67
COL,1981,32.97
COL,1982,33.23
COL,1983,32.23
COL,1984,32.65
COL,1985,33.51
COL,1986,32.17
COL,1987,32.27
COL,1988,32.46
COL,1989,33.33
COL,1990,32.55
COL,1991,31.7
COL,1992,29.07
COL,1993,29.54
COL,1994,30.73
COL,1995,30.37
COL,1996,30.05
COL,1997,24.09
COL,1998,22.73
COL,1999,26.47
COL,2000,23.97
COL,2001,23.38
COL,2002,25.26
COL,2003,26.4
COL,2004,25.61
COL,2005,24.63
COL,2006,25.26
COL,2007,25.84
COL,2008,25.43
COL,2009,22.99
COL,2010,23.26
COL,2011,24.7
COL,2012,24.64
COL,2013,23.58
COL,2014,23.52
COL,2015,
COG,1960,
COG,1961,
COG,1962,
COG,1963,
COG,1964,
COG,1965,
COG,1966,
COG,1967,
COG,1968,
COG,1969,
COG,1970,
COG,1971,62.4
COG,1972,61.82
COG,1973,62.33
COG,1974,62.66
COG,1975,63.08
COG,1976,58.64
COG,1977,62.53
COG,1978,60.76
COG,1979,62.93
COG,1980,62.25
COG,1981,61.59
COG,1982,60.13
COG,1983,55.41
COG,1984,58.67
COG,1985,58.05
COG,1986,60.11
COG,1987,60.65
COG,1988,63.94
COG,1989,64.28
COG,1990,65.59
COG,1991,64.19
COG,1992,65.86
COG,1993,66.2
COG,1994,77.93
COG,1995,68.58
COG,1996,76.88
COG,1997,80.99
COG,1998,82.68
COG,1999,81.02
COG,2000,70.6
COG,2001,67.41
COG,2002,71.84
COG,2003,64.23
COG,2004,64.24
COG,2005,63.38
COG,2006,68.53
COG,2007,61.78
COG,2008,61.72
COG,2009,57.29
COG,2010,56.52
COG,2011,63.31
COG,2012,58.44
COG,2013,58.27
COG,2014,59.53
COG,2015,
CRI,1960,
CRI,1961,
CRI,1962,
CRI,1963,
CRI,1964,
CRI,1965,
CRI,1966,
CRI,1967,
CRI,1968,
CRI,1969,
CRI,1970,
CRI,1971,41.72
CRI,1972,41.57
CRI,1973,39.02
CRI,1974,40.8
CRI,1975,38.89
CRI,1976,40.56
CRI,1977,35.08
CRI,1978,34.47
CRI,1979,35.09
CRI,1980,39.53
CRI,1981,43.89
CRI,1982,45.84
CRI,1983,50.77
CRI,1984,50.93
CRI,1985,47.31
CRI,1986,46.16
CRI,1987,44.27
CRI,1988,44.32
CRI,1989,40.86
CRI,1990,40.65
CRI,1991,40.51
CRI,1992,41.14
CRI,1993,41.7
CRI,1994,42.63
CRI,1995,40.61
CRI,1996,42.29
CRI,1997,41.56
CRI,1998,36.24
CRI,1999,39.41
CRI,2000,42.39
CRI,2001,43.53
CRI,2002,46.18
CRI,2003,43.61
CRI,2004,52.54
CRI,2005,53.08
CRI,2006,52.1
CRI,2007,50.63
CRI,2008,51.13
CRI,2009,51.9
CRI,2010,52.43
CRI,2011,51.8
CRI,2012,52.08
CRI,2013,50.95
CRI,2014,50.17
CRI,2015,
CIV,1960,
CIV,1961,
CIV,1962,
CIV,1963,
CIV,1964,
CIV,1965,
CIV,1966,
CIV,1967,
CIV,1968,
CIV,1969,
CIV,1970,
CIV,1971,66.77
CIV,1972,65.4
CIV,1973,65.33
CIV,1974,65.08
CIV,1975,64.16
CIV,1976,61.52
CIV,1977,62.16
CIV,1978,60.06
CIV,1979,62.87
CIV,1980,65.57
CIV,1981,69.01
CIV,1982,71.67
CIV,1983,74.08
CIV,1984,73.78
CIV,1985,75.05
CIV,1986,69.62
CIV,1987,70.13
CIV,1988,71.64
CIV,1989,72.41
CIV,1990,75.71
CIV,1991,75.97
CIV,1992,71.55
CIV,1993,71.29
CIV,1994,71.7
CIV,1995,74.79
CIV,1996,68.63
CIV,1997,69.28
CIV,1998,70.04
CIV,1999,60.69
CIV,2000,64.44
CIV,2001,67.22
CIV,2002,64.08
CIV,2003,69.23
CIV,2004,76.37
CIV,2005,75.86
CIV,2006,79.52
CIV,2007,76.4
CIV,2008,75.89
CIV,2009,77.73
CIV,2010,77.06
CIV,2011,79.57
CIV,2012,75.72
CIV,2013,73.86
CIV,2014,74.05
CIV,2015,
HRV,1960,
HRV,1961,
HRV,1962,
HRV,1963,
HRV,1964,
HRV,1965,
HRV,1966,
HRV,1967,
HRV,1968,
HRV,1969,
HRV,1970,
HRV,1971,
HRV,1972,
HRV,1973,
HRV,1974,
HRV,1975,
HRV,1976,
HRV,1977,
HRV,1978,
HRV,1979,
HRV,1980,
HRV,1981,
HRV,1982,
HRV,1983,
HRV,1984,
HRV,1985,
HRV,1986,
HRV,1987,
HRV,1988,
HRV,1989,
HRV,1990,12.87
HRV,1991,20.85
HRV,1992,18.98
HRV,1993,19.37
HRV,1994,19.34
HRV,1995,19.75
HRV,1996,23.71
HRV,1997,19.46
HRV,1998,19.05
HRV,1999,20.12
HRV,2000,18.57
HRV,2001,19.67
HRV,2002,17.33
HRV,2003,17.5
HRV,2004,19.23
HRV,2005,19.03
HRV,2006,17.87
HRV,2007,15.25
HRV,2008,16.6
HRV,2009,19.25
HRV,2010,21.99
HRV,2011,18.6
HRV,2012,20.26
HRV,2013,24.65
HRV,2014,24.94
HRV,2015,
CUB,1960,
CUB,1961,
CUB,1962,
CUB,1963,
CUB,1964,
CUB,1965,
CUB,1966,
CUB,1967,
CUB,1968,
CUB,1969,
CUB,1970,
CUB,1971,36.52
CUB,1972,34.31
CUB,1973,33.15
CUB,1974,32.27
CUB,1975,32.02
CUB,1976,30.41
CUB,1977,30.25
CUB,1978,31.5
CUB,1979,31.28
CUB,1980,29.35
CUB,1981,30.66
CUB,1982,31.04
CUB,1983,28.97
CUB,1984,30.78
CUB,1985,29.81
CUB,1986,30.74
CUB,1987,29.79
CUB,1988,31.24
CUB,1989,32.82
CUB,1990,38.31
CUB,1991,40.52
CUB,1992,45.06
CUB,1993,38.38
CUB,1994,37.17
CUB,1995,31.15
CUB,1996,33.04
CUB,1997,31.1
CUB,1998,28.35
CUB,1999,29.52
CUB,2000,29.1
CUB,2001,30.27
CUB,2002,27.37
CUB,2003,24.73
CUB,2004,24.56
CUB,2005,18.97
CUB,2006,15.77
CUB,2007,15.02
CUB,2008,13.07
CUB,2009,12.73
CUB,2010,10.12
CUB,2011,12.4
CUB,2012,12.54
CUB,2013,12.49
CUB,2014,14.24
CUB,2015,
CYP,1960,
CYP,1961,
CYP,1962,
CYP,1963,
CYP,1964,
CYP,1965,
CYP,1966,
CYP,1967,
CYP,1968,
CYP,1969,
CYP,1970,
CYP,1971,1.55
CYP,1972,1.22
CYP,1973,1.17
CYP,1974,0.69
CYP,1975,1.11
CYP,1976,1.21
CYP,1977,1.11
CYP,1978,1.08
CYP,1979,1.02
CYP,1980,0.72
CYP,1981,0.71
CYP,1982,0.7
CYP,1983,0.65
CYP,1984,0.71
CYP,1985,0.73
CYP,1986,0.65
CYP,1987,0.55
CYP,1988,0.5
CYP,1989,0.48
CYP,1990,0.45
CYP,1991,0.4
CYP,1992,0.35
CYP,1993,0.32
CYP,1994,0.72
CYP,1995,2.63
CYP,1996,2.41
CYP,1997,2.41
CYP,1998,2.32
CYP,1999,2.31
CYP,2000,2.14
CYP,2001,2.15
CYP,2002,2.22
CYP,2003,2.17
CYP,2004,2.42
CYP,2005,2.42
CYP,2006,2.42
CYP,2007,3.0
CYP,2008,3.67
CYP,2009,3.96
CYP,2010,4.32
CYP,2011,5.1
CYP,2012,5.81
CYP,2013,6.95
CYP,2014,6.71
CYP,2015,
PRK,1960,
PRK,1961,
PRK,1962,
PRK,1963,
PRK,1964,
PRK,1965,
PRK,1966,
PRK,1967,
PRK,1968,
PRK,1969,
PRK,1970,
PRK,1971,7.57
PRK,1972,7.45
PRK,1973,7.47
PRK,1974,7.33
PRK,1975,7.23
PRK,1976,6.96
PRK,1977,6.74
PRK,1978,6.4
PRK,1979,6.1
PRK,1980,5.84
PRK,1981,5.76
PRK,1982,5.59
PRK,1983,5.47
PRK,1984,5.42
PRK,1985,5.49
PRK,1986,5.74
PRK,1987,6.14
PRK,1988,6.4
PRK,1989,6.46
PRK,1990,6.91
PRK,1991,7.11
PRK,1992,7.93
PRK,1993,8.35
PRK,1994,9.37
PRK,1995,10.14
PRK,1996,10.83
PRK,1997,10.32
PRK,1998,10.86
PRK,1999,10.23
PRK,2000,9.55
PRK,2001,9.43
PRK,2002,9.88
PRK,2003,10.16
PRK,2004,10.3
PRK,2005,10.18
PRK,2006,9.91
PRK,2007,12.01
PRK,2008,11.27
PRK,2009,10.76
PRK,2010,11.77
PRK,2011,15.82
PRK,2012,15.76
PRK,2013,21.08
PRK,2014,18.59
PRK,2015,
COD,1960,
COD,1961,
COD,1962,
COD,1963,
COD,1964,
COD,1965,
COD,1966,
COD,1967,
COD,1968,
COD,1969,
COD,1970,
COD,1971,87.76
COD,1972,87.78
COD,1973,87.45
COD,1974,86.95
COD,1975,87.45
COD,1976,88.87
COD,1977,88.68
COD,1978,88.7
COD,1979,87.45
COD,1980,89.58
COD,1981,87.84
COD,1982,90.36
COD,1983,87.82
COD,1984,86.41
COD,1985,89.46
COD,1986,90.7
COD,1987,89.96
COD,1988,89.56
COD,1989,91.42
COD,1990,88.84
COD,1991,91.26
COD,1992,92.99
COD,1993,93.6
COD,1994,96.01
COD,1995,95.47
COD,1996,95.12
COD,1997,95.66
COD,1998,96.09
COD,1999,97.24
COD,2000,98.75
COD,2001,99.07
COD,2002,99.05
COD,2003,98.72
COD,2004,98.63
COD,2005,98.31
COD,2006,97.97
COD,2007,97.76
COD,2008,97.21
COD,2009,97.61
COD,2010,97.25
COD,2011,96.36
COD,2012,96.94
COD,2013,95.64
COD,2014,94.32
COD,2015,
DOM,1960,
DOM,1961,
DOM,1962,
DOM,1963,
DOM,1964,
DOM,1965,
DOM,1966,
DOM,1967,
DOM,1968,
DOM,1969,
DOM,1970,
DOM,1971,51.78
DOM,1972,45.65
DOM,1973,42.12
DOM,1974,41.27
DOM,1975,40.78
DOM,1976,41.88
DOM,1977,40.16
DOM,1978,40.59
DOM,1979,40.28
DOM,1980,38.63
DOM,1981,43.78
DOM,1982,47.72
DOM,1983,41.29
DOM,1984,41.86
DOM,1985,32.35
DOM,1986,31.24
DOM,1987,27.61
DOM,1988,24.39
DOM,1989,21.46
DOM,1990,23.54
DOM,1991,23.82
DOM,1992,21.22
DOM,1993,18.96
DOM,1994,16.44
DOM,1995,15.08
DOM,1996,14.43
DOM,1997,12.82
DOM,1998,13.93
DOM,1999,13.89
DOM,2000,12.56
DOM,2001,12.67
DOM,2002,12.61
DOM,2003,13.35
DOM,2004,15.71
DOM,2005,14.65
DOM,2006,14.05
DOM,2007,13.94
DOM,2008,13.42
DOM,2009,13.72
DOM,2010,13.57
DOM,2011,13.3
DOM,2012,12.98
DOM,2013,13.41
DOM,2014,13.46
DOM,2015,
ECU,1960,
ECU,1961,
ECU,1962,
ECU,1963,
ECU,1964,
ECU,1965,
ECU,1966,
ECU,1967,
ECU,1968,
ECU,1969,
ECU,1970,
ECU,1971,50.94
ECU,1972,49.01
ECU,1973,46.1
ECU,1974,37.92
ECU,1975,34.41
ECU,1976,30.32
ECU,1977,24.87
ECU,1978,23.88
ECU,1979,22.56
ECU,1980,21.14
ECU,1981,19.55
ECU,1982,20.25
ECU,1983,23.17
ECU,1984,24.76
ECU,1985,23.92
ECU,1986,24.24
ECU,1987,25.74
ECU,1988,25.45
ECU,1989,26.22
ECU,1990,21.79
ECU,1991,21.35
ECU,1992,18.19
ECU,1993,20.32
ECU,1994,19.61
ECU,1995,15.89
ECU,1996,16.59
ECU,1997,14.25
ECU,1998,15.03
ECU,1999,16.82
ECU,2000,15.89
ECU,2001,14.12
ECU,2002,14.51
ECU,2003,13.78
ECU,2004,14.5
ECU,2005,13.54
ECU,2006,13.62
ECU,2007,13.74
ECU,2008,16.44
ECU,2009,12.17
ECU,2010,11.52
ECU,2011,12.87
ECU,2012,13.78
ECU,2013,12.82
ECU,2014,12.64
ECU,2015,
EGY,1960,
EGY,1961,
EGY,1962,
EGY,1963,
EGY,1964,
EGY,1965,
EGY,1966,
EGY,1967,
EGY,1968,
EGY,1969,
EGY,1970,
EGY,1971,13.92
EGY,1972,12.83
EGY,1973,14.04
EGY,1974,13.25
EGY,1975,12.81
EGY,1976,12.2
EGY,1977,12.34
EGY,1978,11.93
EGY,1979,11.37
EGY,1980,10.84
EGY,1981,9.56
EGY,1982,9.08
EGY,1983,7.84
EGY,1984,7.16
EGY,1985,6.58
EGY,1986,6.74
EGY,1987,6.26
EGY,1988,6.31
EGY,1989,6.1
EGY,1990,5.93
EGY,1991,6.11
EGY,1992,5.95
EGY,1993,6.04
EGY,1994,6.62
EGY,1995,6.18
EGY,1996,5.92
EGY,1997,5.84
EGY,1998,5.55
EGY,1999,5.98
EGY,2000,6.15
EGY,2001,5.82
EGY,2002,5.27
EGY,2003,5.19
EGY,2004,4.81
EGY,2005,4.18
EGY,2006,4.04
EGY,2007,4.15
EGY,2008,3.94
EGY,2009,3.71
EGY,2010,3.91
EGY,2011,3.76
EGY,2012,3.8
EGY,2013,3.89
EGY,2014,4.07
EGY,2015,
SLV,1960,
SLV,1961,
SLV,1962,
SLV,1963,
SLV,1964,
SLV,1965,
SLV,1966,
SLV,1967,
SLV,1968,
SLV,1969,
SLV,1970,
SLV,1971,71.63
SLV,1972,69.1
SLV,1973,67.26
SLV,1974,68.79
SLV,1975,69.04
SLV,1976,72.82
SLV,1977,72.94
SLV,1978,73.43
SLV,1979,73.87
SLV,1980,75.92
SLV,1981,78.91
SLV,1982,80.03
SLV,1983,79.21
SLV,1984,79.15
SLV,1985,76.52
SLV,1986,72.42
SLV,1987,70.73
SLV,1988,69.17
SLV,1989,68.01
SLV,1990,68.56
SLV,1991,63.28
SLV,1992,61.7
SLV,1993,58.14
SLV,1994,55.52
SLV,1995,53.35
SLV,1996,56.82
SLV,1997,52.13
SLV,1998,50.69
SLV,1999,52.9
SLV,2000,53.55
SLV,2001,55.16
SLV,2002,55.01
SLV,2003,54.34
SLV,2004,54.72
SLV,2005,55.37
SLV,2006,55.71
SLV,2007,52.11
SLV,2008,55.4
SLV,2009,52.51
SLV,2010,53.37
SLV,2011,52.39
SLV,2012,51.36
SLV,2013,51.69
SLV,2014,50.76
SLV,2015,
ERI,1960,
ERI,1961,
ERI,1962,
ERI,1963,
ERI,1964,
ERI,1965,
ERI,1966,
ERI,1967,
ERI,1968,
ERI,1969,
ERI,1970,
ERI,1971,
ERI,1972,
ERI,1973,
ERI,1974,
ERI,1975,
ERI,1976,
ERI,1977,
ERI,1978,
ERI,1979,
ERI,1980,
ERI,1981,
ERI,1982,
ERI,1983,
ERI,1984,
ERI,1985,
ERI,1986,
ERI,1987,
ERI,1988,
ERI,1989,
ERI,1990,
ERI,1991,
ERI,1992,80.64
ERI,1993,76.82
ERI,1994,74.47
ERI,1995,73.21
ERI,1996,72.13
ERI,1997,74.88
ERI,1998,71.2
ERI,1999,70.72
ERI,2000,71.73
ERI,2001,71.63
ERI,2002,73.15
ERI,2003,70.33
ERI,2004,64.78
ERI,2005,65.59
ERI,2006,74.14
ERI,2007,73.92
ERI,2008,80.89
ERI,2009,77.79
ERI,2010,78.42
ERI,2011,78.12
ERI,2012,77.46
ERI,2013,77.64
ERI,2014,77.73
ERI,2015,
EST,1960,
EST,1961,
EST,1962,
EST,1963,
EST,1964,
EST,1965,
EST,1966,
EST,1967,
EST,1968,
EST,1969,
EST,1970,
EST,1971,
EST,1972,
EST,1973,
EST,1974,
EST,1975,
EST,1976,
EST,1977,
EST,1978,
EST,1979,
EST,1980,
EST,1981,
EST,1982,
EST,1983,
EST,1984,
EST,1985,
EST,1986,
EST,1987,
EST,1988,
EST,1989,
EST,1990,1.92
EST,1991,2.05
EST,1992,3.3
EST,1993,3.78
EST,1994,5.46
EST,1995,6.46
EST,1996,10.61
EST,1997,10.74
EST,1998,9.9
EST,1999,10.8
EST,2000,10.88
EST,2001,10.99
EST,2002,11.63
EST,2003,11.09
EST,2004,11.29
EST,2005,11.29
EST,2006,10.44
EST,2007,10.57
EST,2008,11.77
EST,2009,14.73
EST,2010,15.05
EST,2011,14.85
EST,2012,15.6
EST,2013,13.97
EST,2014,14.22
EST,2015,17.36
ETH,1960,
ETH,1961,
ETH,1962,
ETH,1963,
ETH,1964,
ETH,1965,
ETH,1966,
ETH,1967,
ETH,1968,
ETH,1969,
ETH,1970,
ETH,1971,96.56
ETH,1972,96.92
ETH,1973,96.83
ETH,1974,96.93
ETH,1975,97.32
ETH,1976,97.34
ETH,1977,97.41
ETH,1978,97.16
ETH,1979,97.05
ETH,1980,96.99
ETH,1981,96.87
ETH,1982,97.16
ETH,1983,97.1
ETH,1984,97.39
ETH,1985,97.4
ETH,1986,97.08
ETH,1987,96.54
ETH,1988,96.61
ETH,1989,96.53
ETH,1990,96.45
ETH,1991,96.6
ETH,1992,97.76
ETH,1993,97.26
ETH,1994,96.95
ETH,1995,96.66
ETH,1996,96.49
ETH,1997,96.69
ETH,1998,96.67
ETH,1999,96.77
ETH,2000,96.57
ETH,2001,95.87
ETH,2002,95.81
ETH,2003,95.6
ETH,2004,95.53
ETH,2005,95.91
ETH,2006,95.75
ETH,2007,95.39
ETH,2008,95.15
ETH,2009,95.18
ETH,2010,95.38
ETH,2011,95.03
ETH,2012,95.05
ETH,2013,94.42
ETH,2014,94.08
ETH,2015,
GAB,1960,
GAB,1961,
GAB,1962,
GAB,1963,
GAB,1964,
GAB,1965,
GAB,1966,
GAB,1967,
GAB,1968,
GAB,1969,
GAB,1970,
GAB,1971,45.44
GAB,1972,47.49
GAB,1973,35.24
GAB,1974,33.57
GAB,1975,41.94
GAB,1976,44.85
GAB,1977,42.84
GAB,1978,38.45
GAB,1979,44.41
GAB,1980,44.65
GAB,1981,41.47
GAB,1982,41.54
GAB,1983,41.52
GAB,1984,45.92
GAB,1985,52.73
GAB,1986,53.85
GAB,1987,57.75
GAB,1988,55.64
GAB,1989,60.6
GAB,1990,67.99
GAB,1991,68.1
GAB,1992,65.52
GAB,1993,63.24
GAB,1994,71.63
GAB,1995,67.39
GAB,1996,65.49
GAB,1997,65.76
GAB,1998,63.22
GAB,1999,66.45
GAB,2000,67.57
GAB,2001,64.82
GAB,2002,71.92
GAB,2003,76.42
GAB,2004,79.04
GAB,2005,79.62
GAB,2006,81.3
GAB,2007,81.79
GAB,2008,82.93
GAB,2009,83.5
GAB,2010,81.04
GAB,2011,73.61
GAB,2012,68.86
GAB,2013,77.21
GAB,2014,75.14
GAB,2015,
GEO,1960,
GEO,1961,
GEO,1962,
GEO,1963,
GEO,1964,
GEO,1965,
GEO,1966,
GEO,1967,
GEO,1968,
GEO,1969,
GEO,1970,
GEO,1971,
GEO,1972,
GEO,1973,
GEO,1974,
GEO,1975,
GEO,1976,
GEO,1977,
GEO,1978,
GEO,1979,
GEO,1980,
GEO,1981,
GEO,1982,
GEO,1983,
GEO,1984,
GEO,1985,
GEO,1986,
GEO,1987,
GEO,1988,
GEO,1989,
GEO,1990,8.94
GEO,1991,10.64
GEO,1992,14.24
GEO,1993,21.05
GEO,1994,18.62
GEO,1995,30.09
GEO,1996,39.28
GEO,1997,39.65
GEO,1998,41.14
GEO,1999,44.12
GEO,2000,40.26
GEO,2001,44.02
GEO,2002,48.62
GEO,2003,44.96
GEO,2004,42.26
GEO,2005,31.51
GEO,2006,27.84
GEO,2007,29.82
GEO,2008,33.55
GEO,2009,34.35
GEO,2010,38.77
GEO,2011,28.33
GEO,2012,25.34
GEO,2013,30.99
GEO,2014,27.3
GEO,2015,
GHA,1960,
GHA,1961,
GHA,1962,
GHA,1963,
GHA,1964,
GHA,1965,
GHA,1966,
GHA,1967,
GHA,1968,
GHA,1969,
GHA,1970,
GHA,1971,78.0
GHA,1972,78.02
GHA,1973,78.03
GHA,1974,78.21
GHA,1975,77.14
GHA,1976,79.63
GHA,1977,77.49
GHA,1978,78.02
GHA,1979,81.15
GHA,1980,82.14
GHA,1981,80.22
GHA,1982,78.96
GHA,1983,89.62
GHA,1984,84.94
GHA,1985,81.62
GHA,1986,83.82
GHA,1987,80.5
GHA,1988,85.24
GHA,1989,82.43
GHA,1990,83.0
GHA,1991,84.7
GHA,1992,85.27
GHA,1993,83.7
GHA,1994,82.93
GHA,1995,81.17
GHA,1996,80.83
GHA,1997,79.22
GHA,1998,73.2
GHA,1999,73.44
GHA,2000,71.0
GHA,2001,67.61
GHA,2002,63.24
GHA,2003,62.75
GHA,2004,62.77
GHA,2005,62.14
GHA,2006,57.14
GHA,2007,53.98
GHA,2008,57.41
GHA,2009,54.7
GHA,2010,51.4
GHA,2011,50.84
GHA,2012,47.93
GHA,2013,47.59
GHA,2014,48.14
GHA,2015,
GTM,1960,
GTM,1961,
GTM,1962,
GTM,1963,
GTM,1964,
GTM,1965,
GTM,1966,
GTM,1967,
GTM,1968,
GTM,1969,
GTM,1970,
GTM,1971,70.72
GTM,1972,70.32
GTM,1973,69.3
GTM,1974,69.3
GTM,1975,73.36
GTM,1976,72.69
GTM,1977,69.78
GTM,1978,68.65
GTM,1979,65.66
GTM,1980,62.55
GTM,1981,66.71
GTM,1982,70.74
GTM,1983,72.51
GTM,1984,69.75
GTM,1985,69.92
GTM,1986,76.63
GTM,1987,74.88
GTM,1988,73.49
GTM,1989,73.93
GTM,1990,72.14
GTM,1991,71.42
GTM,1992,69.15
GTM,1993,68.45
GTM,1994,64.42
GTM,1995,63.33
GTM,1996,62.33
GTM,1997,61.88
GTM,1998,57.84
GTM,1999,60.01
GTM,2000,58.58
GTM,2001,57.04
GTM,2002,56.16
GTM,2003,57.97
GTM,2004,57.49
GTM,2005,56.18
GTM,2006,56.9
GTM,2007,56.72
GTM,2008,59.71
GTM,2009,61.0
GTM,2010,67.15
GTM,2011,68.83
GTM,2012,69.1
GTM,2013,67.6
GTM,2014,62.95
GTM,2015,
HTI,1960,
HTI,1961,
HTI,1962,
HTI,1963,
HTI,1964,
HTI,1965,
HTI,1966,
HTI,1967,
HTI,1968,
HTI,1969,
HTI,1970,
HTI,1971,91.6
HTI,1972,92.32
HTI,1973,92.31
HTI,1974,91.8
HTI,1975,91.91
HTI,1976,89.31
HTI,1977,89.36
HTI,1978,88.91
HTI,1979,89.1
HTI,1980,90.1
HTI,1981,90.48
HTI,1982,88.35
HTI,1983,87.05
HTI,1984,86.62
HTI,1985,86.74
HTI,1986,83.51
HTI,1987,82.35
HTI,1988,81.47
HTI,1989,80.51
HTI,1990,80.27
HTI,1991,81.36
HTI,1992,83.24
HTI,1993,85.63
HTI,1994,95.61
HTI,1995,82.23
HTI,1996,82.14
HTI,1997,77.55
HTI,1998,79.34
HTI,1999,77.97
HTI,2000,76.69
HTI,2001,75.11
HTI,2002,75.04
HTI,2003,75.45
HTI,2004,72.29
HTI,2005,80.5
HTI,2006,80.62
HTI,2007,79.0
HTI,2008,79.27
HTI,2009,80.71
HTI,2010,82.23
HTI,2011,82.04
HTI,2012,81.95
HTI,2013,81.3
HTI,2014,77.98
HTI,2015,
HND,1960,
HND,1961,
HND,1962,
HND,1963,
HND,1964,
HND,1965,
HND,1966,
HND,1967,
HND,1968,
HND,1969,
HND,1970,
HND,1971,72.86
HND,1972,73.12
HND,1973,71.78
HND,1974,72.75
